locus_id,contig,ref_chr,chr_label,locus_start,locus_stop,motifs_present,projection_status,projection_confidence,projection_interval_width_bp,locus_tag,product,note,cds_start,cds_stop,distance_bp,overlaps_locus,within_projected_interval,is_essential
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E15906g,YALI0E15906p,similar to uniprot|Q9UUK0 Schizosaccharomyces pombe Hypothetical 21.7 kDa protein,1896814,1897290,5367,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E15884g,YALI0E15884p,weakly similar to uniprot|O94329 Schizosaccharomyces pombe Hypothetical protein,1895725,1896492,6165,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E15862g,YALI0E15862p,no similarity,1892444,1893574,9083,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E16060g,YALI0E16060p,similar to uniprot|P39105 Saccharomyces cerevisiae YMR008c PLB1 phospholipase B (lysophospholipase),1913947,1915863,9126,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E15840g,YALI0E15840p,highly similar to uniprot|O93968 Candida boidinii Formate dehydrogenase,1891162,1892268,10389,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E16126g,YALI0E16126p,weakly similar to uniprot|P32317 Saccharomyces cerevisiae YEL052w AFG1 ATPase family gene,1917127,1919013,12306,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E15818g,YALI0E15818p,some similarities with uniprot|P10127 Saccharomyces cerevisiae YGL256w ADH4 alcohol dehydrogenase IV,1887434,1888912,13745,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E16148g,YALI0E16148p,no similarity,1919225,1920151,14404,False,False,True
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E15796g,YALI0E15796p,similar to uniprot|P38865 Saccharomyces cerevisiae YHR175w CTR2 copper transport protein,1886558,1887053,15604,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E16170g,YALI0E16170p,similar to uniprot|O74161 Candida albicans Chitin biosynthesis protein CHS5,1921357,1923063,16536,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E15752g,YALI0E15752p,no similarity possibly noncoding,1885474,1885569,17088,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E16192g,YALI0E16192p,highly similar to uniprot|Q9Y756 Neurospora crassa Vacuolar ATP synthase subunit F (EC 3.6.3.14) (V-ATPase F subunit) (Vacuolar proton pump F subunit) (V-ATPase 14 kDa subunit,1923298,1923722,18477,False,False,False
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E15730g,YALI0E15730p,similar to uniprot|P32476 Saccharomyces cerevisiae YGR175c ERG1 squalene monooxygenase,1882281,1883750,18907,False,False,True
L4,contig_8,NC_006071.1,ChrE,1902657,1904821,FAT1,paired_flanks_broad_interval,moderate,2165,YALI0_E16214g,YALI0E16214p,similar to uniprot|P53212 Saccharomyces cerevisiae YGR021w,1924751,1925626,19930,False,False,False
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17842g,YALI0D17842p,weakly similar to uniprot|P53264 Saccharomyces cerevisiae YGR110w,2207968,2209437,0,False,True,False
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17864g,YALI0D17864p,similar to uniprot|P30624 Saccharomyces cerevisiae YOR317w FAA1 long-chain-fatty-acid--CoA ligase,2210037,2212112,0,False,True,False
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17820g,YALI0D17820p,no similarity,2203609,2206944,1110,False,False,False
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17886g,YALI0D17886p,some similarities with uniprot|Q9UTK4 Schizosaccharomyces pombe Nucleoporin nup189 (Nuclear pore protein nup189),2217190,2221008,3120,False,False,False
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17798g,YALI0D17798p,no similarity,2197955,2198605,9449,False,False,False
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17930g,YALI0D17930p,highly similar to uniprot|P28777 Saccharomyces cerevisiae YGL148w ARO2 chorismate synthase,2224508,2225635,10438,False,False,True
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17952g,YALI0D17952p,weakly similar to uniprot|P36057 Saccharomyces cerevisiae YKL154w SRP102 signal recognition particle receptor beta chain,2226652,2227434,12582,False,False,True
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17974g,YALI0D17974p,weakly similar to uniprot|P53389 Saccharomyces cerevisiae YNR055c HOL1 member of major facilitator superfamily multidrug-resistance,2227743,2229365,13673,False,False,False
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17988g,YALI0D17988p,weakly similar to uniprot|Q7SHK8 Neurospora crassa NCU02896.1 hypothetical protein hyothetical start,2230540,2233188,16470,False,False,True
L5,contig_9,NC_006070.1,ChrD,2208054,2214070,FAA1,paired_flanks_broad_interval,moderate,6017,YALI0_D17776g,YALI0D17776p,similar to uniprot|P38153 Saccharomyces cerevisiae YBR288c APM3 AP-3 Adaptin complex subunit mu3 subunit,2187763,2188953,19101,False,False,True
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13552g,YALI0D13552p,weakly similar to uniprot|Q12361 Saccharomyces cerevisiae YDL035c GPR1 G-protein coupled receptor,1675257,1676798,0,False,True,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13574g,YALI0D13574p,similar to uniprot|Q12367 Saccharomyces cerevisiae YLR137w,1676952,1677872,0,False,True,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13596g,YALI0D13596p,highly similar to uniprot|P13663 Saccharomyces cerevisiae YDR158w HOM2 aspartate-semialdehyde dehydrogenase,1679447,1680541,0,False,True,True
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13618g,YALI0D13618p,no similarity,1681130,1683919,0,False,True,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13640g,YALI0D13640p,similar to uniprot|P38887 Saccharomyces cerevisiae YHR202w,1684342,1686063,1036,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13530g,YALI0D13530p,no similarity,1670543,1671691,3849,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13662g,YALI0D13662p,no similarity,1688736,1689131,5430,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13684g,YALI0D13684p,some similarities with uniprot|P17121 Saccharomyces cerevisiae YDR389W GTPase activating protein SAC7,1689863,1693037,6557,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13508g,YALI0D13508p,similar to uniprot|Q03768 Saccharomyces cerevisiae YDR152w,1667538,1668209,7331,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13486g,YALI0D13486p,similar to DEHA0E17215g Debaryomyces hansenii,1665804,1666835,8705,False,False,True
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13464g,YALI0D13464p,similar to uniprot|Q04500 Saccharomyces cerevisiae YML093w,1662360,1665272,10268,False,False,True
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13706g,YALI0D13706p,similar to uniprot|P39743 Saccharomyces cerevisiae YDR388w RVS167 Reduced viability upon starvation,1696507,1697760,13201,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13442g,YALI0D13442p,similar to |P47160 uniprot|P47160 Saccharomyces cerevisiae YJR125c ENT3 cytoskeletal adaptor P3.83.f3.1 and Schizosaccharomyces pombe Hypothetical 51.8 kDa protein,1660515,1662014,13526,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13288g,YALI0D13288p,no similarity possibly noncoding,1655726,1656340,19200,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13728g,40S ribosomal protein S24,similar to uniprot|P26782 Saccharomyces cerevisiae YIL069c RP50B 40S small subunit ribosomal protein S24.e,1702673,1703385,19367,False,False,False
L6,contig_9,NC_006070.1,ChrD,1675540,1683306,"GFP,WS",paired_flanks_broad_interval,moderate,7767,YALI0_D13266g,YALI0D13266p,no similarity,1654046,1655542,19998,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13156g,YALI0D13156p,weakly similar to uniprot|P38966 Saccharomyces cerevisiae YDR089w,1636710,1639313,0,False,True,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13178g,YALI0D13178p,similar to uniprot|Q12509 Saccharomyces cerevisiae YLR085c ARP6 Actin-related protein P8.3.f5.1,1641547,1642710,1405,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13134g,YALI0D13134p,similar to uniprot|P43557 Saccharomyces cerevisiae YFL046w,1630419,1631072,1431,False,False,True
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13112g,YALI0D13112p,highly similar to uniprot|P31353 Candida albicans Phosphomannomutase SEC53 (PMM),1628665,1629426,3077,False,False,True
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13200g,YALI0D13200p,no similarity,1643342,1643776,3200,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13104g,60S ribosomal protein L10,similar to uniprot|P41805 Saccharomyces cerevisiae YLR075w GRC5 60S large subunit ribosomal protein,1624914,1625579,6924,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13090g,YALI0D13090p,similar to uniprot|Q12017 Saccharomyces cerevisiae YOR281c PLP2 IAP-associated factor Viaf1,1622401,1623270,9233,False,False,True
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13068g,YALI0D13068p,similar to uniprot|Q08004 Saccharomyces cerevisiae Chromosome XII reading frame ORF YLR074C zinc finger protein,1619757,1620257,12246,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13255g,YALI0D13255p,no similarity,1652808,1653938,12666,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13266g,YALI0D13266p,no similarity,1654046,1655542,13904,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13046g,YALI0D13046p,similar to |P43558 uniprot|P43558 Saccharomyces cerevisiae YFL044c and Schizosaccharomyces pombe Hypothetical zinc finger protein,1616995,1617972,14531,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13288g,YALI0D13288p,no similarity possibly noncoding,1655726,1656340,15584,False,False,False
L7,contig_9,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13024g,YALI0D13024p,similar to uniprot|Q96WJ7 Blumeria graminis Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase),1614808,1616184,16319,False,False,False
