locus_id,contig,ref_chr,chr_label,locus_start,locus_stop,motifs_present,projection_status,projection_confidence,projection_interval_width_bp,locus_tag,product,note,cds_start,cds_stop,distance_bp,overlaps_locus,within_projected_interval,is_essential
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13178g,YALI0D13178p,similar to uniprot|Q12509 Saccharomyces cerevisiae YLR085c ARP6 Actin-related protein P8.3.f5.1,1641547,1642710,1405,False,False,False
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13134g,YALI0D13134p,similar to uniprot|P43557 Saccharomyces cerevisiae YFL046w,1630419,1631072,1431,False,False,True
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13112g,YALI0D13112p,highly similar to uniprot|P31353 Candida albicans Phosphomannomutase SEC53 (PMM),1628665,1629426,3077,False,False,True
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13200g,YALI0D13200p,no similarity,1643342,1643776,3200,False,False,False
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13104g,60S ribosomal protein L10,similar to uniprot|P41805 Saccharomyces cerevisiae YLR075w GRC5 60S large subunit ribosomal protein,1624914,1625579,6924,False,False,False
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13090g,YALI0D13090p,similar to uniprot|Q12017 Saccharomyces cerevisiae YOR281c PLP2 IAP-associated factor Viaf1,1622401,1623270,9233,False,False,True
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13068g,YALI0D13068p,similar to uniprot|Q08004 Saccharomyces cerevisiae Chromosome XII reading frame ORF YLR074C zinc finger protein,1619757,1620257,12246,False,False,False
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13255g,YALI0D13255p,no similarity,1652808,1653938,12666,False,False,False
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13266g,YALI0D13266p,no similarity,1654046,1655542,13904,False,False,False
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13046g,YALI0D13046p,similar to |P43558 uniprot|P43558 Saccharomyces cerevisiae YFL044c and Schizosaccharomyces pombe Hypothetical zinc finger protein,1616995,1617972,14531,False,False,False
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13288g,YALI0D13288p,no similarity possibly noncoding,1655726,1656340,15584,False,False,False
L4,contig_26,NC_006070.1,ChrD,1632503,1640142,"GFP,MhFAR",paired_flanks_broad_interval,moderate,7640,YALI0_D13024g,YALI0D13024p,similar to uniprot|Q96WJ7 Blumeria graminis Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase),1614808,1616184,16319,False,False,False
